username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
Entr0pie,4340,89,51,0.4269663,current_heavy_euro_engine_builders,0.07865169,temporal_artifact,31,0.6078431372549019,Recent releases / new-hotness cluster,31,0.6078431372549019
M0nkeystar,2739,102,49,0.51960784,current_heavy_euro_engine_builders,0.10784314,temporal_artifact,31,0.6326530612244898,Recent releases / new-hotness cluster,31,0.6326530612244898
colbyo14,1062,92,46,0.5,current_heavy_euro_engine_builders,0.14130434,temporal_artifact,31,0.6739130434782609,Recent releases / new-hotness cluster,31,0.6739130434782609
spieldichein,3375,95,45,0.5263158,current_heavy_euro_engine_builders,0.10526316,temporal_artifact,31,0.6888888888888889,Recent releases / new-hotness cluster,31,0.6888888888888889
axdelafuen,3908,68,41,0.39705884,dungeon_crawl_cooperative_campaign_adventure,0.16176471,temporal_artifact,31,0.7560975609756098,Recent releases / new-hotness cluster,31,0.7560975609756098
Jwlahn,4761,325,99,0.6953846,party_family_social_deduction,0.2,temporal_artifact,30,0.30303030303030304,Recent releases / new-hotness cluster,30,0.30303030303030304
qphilli,5112,260,87,0.66538465,puzzle_nature_tableau_builders,0.1923077,temporal_artifact,30,0.3448275862068966,Recent releases / new-hotness cluster,30,0.3448275862068966
HighResBear,2356,316,85,0.7310127,bgg_golden_age_canon,0.12341772,temporal_artifact,30,0.35294117647058826,Recent releases / new-hotness cluster,30,0.35294117647058826
sdh0305,3273,226,85,0.6238938,bgg_golden_age_canon,0.13716814,temporal_artifact,30,0.35294117647058826,Recent releases / new-hotness cluster,30,0.35294117647058826
Nreek,2970,330,80,0.75757575,current_heavy_euro_engine_builders,0.22121212,bridge_cluster,30,0.375,Recent releases / new-hotness cluster,27,0.3375
bnordeng,131,269,78,0.7100372,bgg_golden_age_canon,0.2416357,temporal_artifact,30,0.38461538461538464,Recent releases / new-hotness cluster,30,0.38461538461538464
Baboonjuice,1653,205,78,0.6195122,current_heavy_euro_engine_builders,0.14146341,temporal_artifact,30,0.38461538461538464,Recent releases / new-hotness cluster,30,0.38461538461538464
bytor153,1807,330,78,0.76363635,dungeon_crawl_cooperative_campaign_adventure,0.13939394,bridge_cluster,30,0.38461538461538464,Fantasy adventure / deck-building gateway,14,0.1794871794871795
Fukuro,1131,255,77,0.6980392,current_heavy_euro_engine_builders,0.15686275,bridge_cluster,30,0.38961038961038963,Recent releases / new-hotness cluster,18,0.23376623376623376
Kyia,2646,406,77,0.8103448,historical_wargames_conflict_strategy,0.15270936,bridge_cluster,30,0.38961038961038963,Fantasy adventure / deck-building gateway,13,0.16883116883116883
Vpillow,3622,245,77,0.68571424,current_heavy_euro_engine_builders,0.18775511,temporal_artifact,30,0.38961038961038963,Recent releases / new-hotness cluster,30,0.38961038961038963
XekoYoMismo,5346,200,74,0.63,bgg_golden_age_canon,0.185,temporal_artifact,30,0.40540540540540543,Recent releases / new-hotness cluster,30,0.40540540540540543
Krautkopf,4845,170,73,0.57058823,puzzle_nature_tableau_builders,0.105882354,temporal_artifact,30,0.410958904109589,Recent releases / new-hotness cluster,30,0.410958904109589
aircastle,16,274,69,0.74817514,amerithrash_miniatures_lcg,0.19343066,bridge_cluster,30,0.43478260869565216,Fantasy adventure / deck-building gateway,14,0.2028985507246377
Janiboy97,144,174,69,0.6034483,party_family_social_deduction,0.12643678,temporal_artifact,30,0.43478260869565216,Recent releases / new-hotness cluster,30,0.43478260869565216
kgrimes2,5125,231,68,0.7056277,dungeon_crawl_cooperative_campaign_adventure,0.22943723,temporal_artifact,30,0.4411764705882353,Recent releases / new-hotness cluster,30,0.4411764705882353
roscoerush,1382,167,62,0.6287425,party_family_social_deduction,0.13173653,bridge_cluster,30,0.4838709677419355,Recent releases / new-hotness cluster,16,0.25806451612903225
collecThor,4117,244,62,0.74590164,historical_wargames_conflict_strategy,0.18032786,temporal_artifact,30,0.4838709677419355,Recent releases / new-hotness cluster,30,0.4838709677419355
Rlyslow,3191,205,60,0.7073171,current_heavy_euro_engine_builders,0.14146341,bridge_cluster,30,0.5,Area-control crossover / Root-Eclipse cluster,9,0.15
GozzyBear,2279,151,58,0.6158941,puzzle_nature_tableau_builders,0.17880794,temporal_artifact,30,0.5172413793103449,Recent releases / new-hotness cluster,30,0.5172413793103449
andrewwdavvid,3842,110,55,0.5,dungeon_crawl_cooperative_campaign_adventure,0.13636364,temporal_artifact,30,0.5454545454545454,Recent releases / new-hotness cluster,30,0.5454545454545454
Ele_14,4319,166,55,0.6686747,puzzle_nature_tableau_builders,0.11445783,temporal_artifact,30,0.5454545454545454,Recent releases / new-hotness cluster,30,0.5454545454545454
Serrano572,5141,78,55,0.2948718,party_family_social_deduction,0.115384616,temporal_artifact,30,0.5454545454545454,Recent releases / new-hotness cluster,30,0.5454545454545454
BeoXXVI,5369,127,55,0.5669291,puzzle_nature_tableau_builders,0.21259843,temporal_artifact,30,0.5454545454545454,Recent releases / new-hotness cluster,30,0.5454545454545454
Neugierskalle,1318,171,54,0.68421054,current_heavy_euro_engine_builders,0.1871345,temporal_artifact,30,0.5555555555555556,Recent releases / new-hotness cluster,30,0.5555555555555556
SVierling,3427,168,51,0.69642854,dungeon_crawl_cooperative_campaign_adventure,0.26785713,temporal_artifact,30,0.5882352941176471,Recent releases / new-hotness cluster,30,0.5882352941176471
Chaaber,4077,138,51,0.63043475,cooperative_trick_taking_deduction,0.11594203,temporal_artifact,30,0.5882352941176471,Recent releases / new-hotness cluster,30,0.5882352941176471
jammydee513,4662,101,51,0.49504948,puzzle_nature_tableau_builders,0.13861386,temporal_artifact,30,0.5882352941176471,Recent releases / new-hotness cluster,30,0.5882352941176471
MadMaccha91,5290,164,51,0.6890244,cooperative_trick_taking_deduction,0.11585366,temporal_artifact,30,0.5882352941176471,Recent releases / new-hotness cluster,30,0.5882352941176471
Arnar146,1614,119,45,0.6218487,current_heavy_euro_engine_builders,0.16806723,temporal_artifact,30,0.6666666666666666,Recent releases / new-hotness cluster,30,0.6666666666666666
betonmicha,3949,83,44,0.4698795,dungeon_crawl_cooperative_campaign_adventure,0.10843374,temporal_artifact,30,0.6818181818181818,Recent releases / new-hotness cluster,30,0.6818181818181818
DirtyDying,4257,101,40,0.6039604,dungeon_crawl_cooperative_campaign_adventure,0.3069307,temporal_artifact,30,0.75,Recent releases / new-hotness cluster,30,0.75
randerscheinung,1366,98,39,0.6020408,dungeon_crawl_cooperative_campaign_adventure,0.15306123,temporal_artifact,30,0.7692307692307693,Recent releases / new-hotness cluster,30,0.7692307692307693
fler98,4403,84,37,0.5595238,dungeon_crawl_cooperative_campaign_adventure,0.26190478,temporal_artifact,30,0.8108108108108109,Recent releases / new-hotness cluster,30,0.8108108108108109
eldrich,1109,83,34,0.5903615,dungeon_crawl_cooperative_campaign_adventure,0.19277108,temporal_artifact,30,0.8823529411764706,Recent releases / new-hotness cluster,30,0.8823529411764706
BreYersFrom1979,1778,392,108,0.7244898,dungeon_crawl_cooperative_campaign_adventure,0.16836734,bridge_cluster,29,0.26851851851851855,Recent releases / new-hotness cluster,22,0.2037037037037037
El Rico Sanchez,2093,454,94,0.7929515,medium_worker_placement_euros,0.16299559,bridge_cluster,29,0.30851063829787234,Recent releases / new-hotness cluster,24,0.2553191489361702
hadz,2327,336,88,0.7380952,bgg_golden_age_canon,0.1845238,bridge_cluster,29,0.32954545454545453,Recent releases / new-hotness cluster,20,0.22727272727272727
gcazier,4456,255,86,0.6627451,party_family_social_deduction,0.23921569,temporal_artifact,29,0.3372093023255814,Recent releases / new-hotness cluster,29,0.3372093023255814
vikman97,1471,323,85,0.7368421,dungeon_crawl_cooperative_campaign_adventure,0.1764706,temporal_artifact,29,0.3411764705882353,Recent releases / new-hotness cluster,29,0.3411764705882353
Sternenfahrer-MUC,1425,321,83,0.741433,bgg_golden_age_canon,0.14641744,temporal_artifact,29,0.3493975903614458,Recent releases / new-hotness cluster,29,0.3493975903614458
xylantrax,3703,358,82,0.7709497,historical_wargames_conflict_strategy,0.16480447,temporal_artifact,29,0.35365853658536583,Recent releases / new-hotness cluster,29,0.35365853658536583
GunLok,2317,306,80,0.7385621,current_heavy_euro_engine_builders,0.15686275,temporal_artifact,29,0.3625,Recent releases / new-hotness cluster,29,0.3625
xmanden,3694,342,80,0.76608187,medium_worker_placement_euros,0.19298245,bridge_cluster,29,0.3625,Recent releases / new-hotness cluster,17,0.2125
karadum,4777,319,79,0.7523511,historical_wargames_conflict_strategy,0.18181819,bridge_cluster,29,0.3670886075949367,Recent releases / new-hotness cluster,14,0.17721518987341772
bear901704,1685,298,78,0.738255,current_heavy_euro_engine_builders,0.13087249,bridge_cluster,29,0.3717948717948718,Recent releases / new-hotness cluster,18,0.23076923076923078
apollak10,1600,326,74,0.77300614,party_family_social_deduction,0.18711656,bridge_cluster,29,0.3918918918918919,Fantasy adventure / deck-building gateway,11,0.14864864864864866
dgjodon,2003,235,73,0.6893617,current_heavy_euro_engine_builders,0.15319149,bridge_cluster,29,0.3972602739726027,Recent releases / new-hotness cluster,11,0.1506849315068493
jeanneboppers,2467,229,72,0.68558955,bgg_golden_age_canon,0.15283842,bridge_cluster,29,0.4027777777777778,Recent releases / new-hotness cluster,13,0.18055555555555555
Tolio,901,278,70,0.74820143,current_heavy_euro_engine_builders,0.20503597,temporal_artifact,29,0.4142857142857143,Recent releases / new-hotness cluster,29,0.4142857142857143
BontaFumo,4002,238,69,0.710084,party_family_social_deduction,0.1764706,bridge_cluster,29,0.42028985507246375,Recent releases / new-hotness cluster,13,0.18840579710144928
optmsprim2,1335,242,67,0.7231405,historical_wargames_conflict_strategy,0.16528925,temporal_artifact,29,0.43283582089552236,Recent releases / new-hotness cluster,29,0.43283582089552236
jockerhausen1,4714,202,67,0.66831684,dungeon_crawl_cooperative_campaign_adventure,0.15346535,temporal_artifact,29,0.43283582089552236,Recent releases / new-hotness cluster,29,0.43283582089552236
mau133,5000,219,67,0.6940639,bgg_golden_age_canon,0.21004567,temporal_artifact,29,0.43283582089552236,Recent releases / new-hotness cluster,29,0.43283582089552236
Schwarzsturm,5450,234,67,0.7136752,bgg_golden_age_canon,0.18376069,bridge_cluster,29,0.43283582089552236,Recent releases / new-hotness cluster,22,0.3283582089552239
Conanthebarbare,1064,201,66,0.6716418,current_heavy_euro_engine_builders,0.26865673,temporal_artifact,29,0.4393939393939394,Recent releases / new-hotness cluster,29,0.4393939393939394
Livdaoh,1244,193,66,0.6580311,amerithrash_miniatures_lcg,0.10880829,bridge_cluster,29,0.4393939393939394,Fantasy adventure / deck-building gateway,16,0.24242424242424243
Crossa1,4143,174,65,0.62643677,puzzle_nature_tableau_builders,0.14367816,temporal_artifact,29,0.4461538461538462,Recent releases / new-hotness cluster,29,0.4461538461538462
albinerhawk,1559,197,62,0.6852792,puzzle_nature_tableau_builders,0.20304568,temporal_artifact,29,0.46774193548387094,Recent releases / new-hotness cluster,29,0.46774193548387094
borjugon,4004,217,60,0.7235023,puzzle_nature_tableau_builders,0.20737328,temporal_artifact,29,0.48333333333333334,Recent releases / new-hotness cluster,29,0.48333333333333334
Zimx,5102,168,60,0.64285713,current_heavy_euro_engine_builders,0.22023809,temporal_artifact,29,0.48333333333333334,Recent releases / new-hotness cluster,29,0.48333333333333334
VecnaMarston,3593,133,56,0.57894737,amerithrash_miniatures_lcg,0.21052632,franchise_series,29,0.5178571428571429,Unmatched / skirmish series cluster,18,0.32142857142857145
Jivan35,4703,156,56,0.64102566,current_heavy_euro_engine_builders,0.21794872,temporal_artifact,29,0.5178571428571429,Recent releases / new-hotness cluster,29,0.5178571428571429
TrollBoroda,1465,111,54,0.5135135,dungeon_crawl_cooperative_campaign_adventure,0.117117114,temporal_artifact,29,0.5370370370370371,Recent releases / new-hotness cluster,29,0.5370370370370371
MuunkeyBrains,2911,158,54,0.65822786,puzzle_nature_tableau_builders,0.2278481,temporal_artifact,29,0.5370370370370371,Recent releases / new-hotness cluster,29,0.5370370370370371
GThreepwood,2311,107,49,0.5420561,party_family_social_deduction,0.14018692,temporal_artifact,29,0.5918367346938775,Recent releases / new-hotness cluster,29,0.5918367346938775
Arapajouk,3862,113,45,0.6017699,dungeon_crawl_cooperative_campaign_adventure,0.15929204,temporal_artifact,29,0.6444444444444445,Recent releases / new-hotness cluster,29,0.6444444444444445
Choupetto,1054,75,44,0.41333336,party_family_social_deduction,0.13333334,temporal_artifact,29,0.6590909090909091,Recent releases / new-hotness cluster,29,0.6590909090909091
nunomendonca,1328,76,43,0.43421054,party_family_social_deduction,0.13157895,temporal_artifact,29,0.6744186046511628,Recent releases / new-hotness cluster,29,0.6744186046511628
ilmarghe,1170,87,41,0.52873564,current_heavy_euro_engine_builders,0.14942528,temporal_artifact,29,0.7073170731707317,Recent releases / new-hotness cluster,29,0.7073170731707317
JohanBenvenuto,2516,68,41,0.39705884,puzzle_nature_tableau_builders,0.073529415,temporal_artifact,29,0.7073170731707317,Recent releases / new-hotness cluster,29,0.7073170731707317
Lottor,1247,97,39,0.5979382,puzzle_nature_tableau_builders,0.14432989,temporal_artifact,29,0.7435897435897436,Recent releases / new-hotness cluster,29,0.7435897435897436
stanczes,970,88,38,0.5681818,current_heavy_euro_engine_builders,0.20454545,temporal_artifact,29,0.7631578947368421,Recent releases / new-hotness cluster,29,0.7631578947368421
SebWilder,3278,75,38,0.49333334,cooperative_trick_taking_deduction,0.16,temporal_artifact,29,0.7631578947368421,Recent releases / new-hotness cluster,29,0.7631578947368421
bosnivan,5060,77,35,0.5454545,dungeon_crawl_cooperative_campaign_adventure,0.2987013,temporal_artifact,29,0.8285714285714286,Recent releases / new-hotness cluster,29,0.8285714285714286
BoardGaymesJames,950,71,32,0.5492958,current_heavy_euro_engine_builders,0.30985916,temporal_artifact,29,0.90625,Recent releases / new-hotness cluster,29,0.90625
chreotho,4090,348,103,0.704023,party_family_social_deduction,0.16954023,bridge_cluster,28,0.27184466019417475,Recent releases / new-hotness cluster,22,0.21359223300970873
Stefan85GE,1424,235,88,0.6255319,party_family_social_deduction,0.13617021,bridge_cluster,28,0.3181818181818182,Recent releases / new-hotness cluster,25,0.2840909090909091
teal,5344,314,82,0.7388535,bgg_golden_age_canon,0.24203822,temporal_artifact,28,0.34146341463414637,Recent releases / new-hotness cluster,28,0.34146341463414637
djpardi,230,269,80,0.70260227,current_heavy_euro_engine_builders,0.15613383,bridge_cluster,28,0.35,Recent releases / new-hotness cluster,16,0.2
mdandrewm,5015,277,80,0.7111913,medium_worker_placement_euros,0.13357401,bridge_cluster,28,0.35,Fantasy adventure / deck-building gateway,24,0.3
kentonwhite,1210,331,78,0.7643505,dungeon_crawl_cooperative_campaign_adventure,0.2326284,bridge_cluster,28,0.358974358974359,Recent releases / new-hotness cluster,26,0.3333333333333333
Kudis,2638,231,78,0.66233766,dungeon_crawl_cooperative_campaign_adventure,0.14718615,franchise_series,28,0.358974358974359,Recent releases / new-hotness cluster,18,0.23076923076923078
mikeyscifi,2849,267,78,0.7078652,current_heavy_euro_engine_builders,0.16853933,temporal_artifact,28,0.358974358974359,Recent releases / new-hotness cluster,28,0.358974358974359
evancheah,329,242,74,0.6942149,current_heavy_euro_engine_builders,0.21900827,temporal_artifact,28,0.3783783783783784,Recent releases / new-hotness cluster,28,0.3783783783783784
LatvianStumpy,2662,225,71,0.6844444,party_family_social_deduction,0.20888889,franchise_series,28,0.39436619718309857,Recent releases / new-hotness cluster,24,0.3380281690140845
Empyrium,4336,223,68,0.6950673,current_heavy_euro_engine_builders,0.17040358,bridge_cluster,28,0.4117647058823529,Recent releases / new-hotness cluster,15,0.22058823529411764
JustinRRizzo,2548,291,67,0.7697594,bgg_golden_age_canon,0.12371134,bridge_cluster,28,0.417910447761194,Recent releases / new-hotness cluster,22,0.3283582089552239
Alataraufderjagd,5033,253,67,0.7351779,bgg_golden_age_canon,0.1660079,temporal_artifact,28,0.417910447761194,Recent releases / new-hotness cluster,28,0.417910447761194
KkingOSU,1222,154,64,0.58441556,current_heavy_euro_engine_builders,0.18181819,temporal_artifact,28,0.4375,Recent releases / new-hotness cluster,28,0.4375
DaGreenMachine,4163,272,64,0.7647059,bgg_golden_age_canon,0.17279412,temporal_artifact,28,0.4375,Recent releases / new-hotness cluster,28,0.4375
